school_year,division_number,division_name,school_number,school_name,ft_count,pt_count,total_count
2021-2022,77,Pulaski County,230,Pulaski Elementary,516,NA,516
2021-2022,77,Pulaski County,500,Riverlawn Elementary,372,NA,372
2021-2022,77,Pulaski County,430,Snowville Elementary,203,NA,203
2021-2022,122,Radford City,10,Belle Heth Elementary,970,NA,970
2021-2022,122,Radford City,42,John N. Dalton Intermediate,521,NA,521
2021-2022,122,Radford City,20,McHarg Elementary,381,NA,381
2021-2022,122,Radford City,41,Radford High,829,NA,829
2021-2022,78,Rappahannock County,240,Rappahannock County Elementary,450,NA,450
2021-2022,78,Rappahannock County,230,Rappahannock County High,303,NA,303
2021-2022,123,Richmond City,30,Albert Hill Middle,449,NA,449
2021-2022,123,Richmond City,750,Amelia Street Special Education,18,NA,18
2021-2022,123,Richmond City,850,Armstrong High,776,NA,776
2021-2022,123,Richmond City,390,Barack Obama Elementary,276,NA,276
2021-2022,123,Richmond City,100,Bellevue Elementary,200,NA,200
2021-2022,123,Richmond City,50,Binford Middle,412,NA,412
2021-2022,123,Richmond City,170,Blackwell Elementary,377,NA,377
2021-2022,123,Richmond City,1100,Broad Rock Elementary,655,NA,655
2021-2022,123,Richmond City,1440,Cardinal Elementary,854,NA,854
2021-2022,123,Richmond City,830,Chimborazo Elementary,390,NA,390
2021-2022,123,Richmond City,1400,Elizabeth D. Redd Elementary,381,NA,381
2021-2022,123,Richmond City,710,Fairfield Court Elementary,245,NA,245
2021-2022,123,Richmond City,621,Franklin Military Academy,317,NA,317
2021-2022,123,Richmond City,1470,G.H. Reid Elementary,650,NA,650
2021-2022,123,Richmond City,311,George W. Carver Elementary,378,NA,378
2021-2022,123,Richmond City,741,George Wythe High,1296,2,1298
2021-2022,123,Richmond City,230,Ginter Park Elementary,276,NA,276
2021-2022,123,Richmond City,470,Henderson Middle,431,NA,431
2021-2022,123,Richmond City,290,Henry Marsh III Elementary,474,NA,474
2021-2022,123,Richmond City,1510,Huguenot High,1339,NA,1339
2021-2022,123,Richmond City,1640,J.B. Fisher Elementary,251,NA,251
2021-2022,123,Richmond City,1710,J.L. Francis Elementary,534,NA,534
2021-2022,123,Richmond City,600,John B. Cary Elementary,220,NA,220
2021-2022,123,Richmond City,730,John Marshall High,542,NA,542
2021-2022,123,Richmond City,3106,Linwood Holton Elementary,435,NA,435
2021-2022,123,Richmond City,3105,Lucille M. Brown Middle,584,NA,584
2021-2022,123,Richmond City,771,Martin Luther King Jr. Early Learning Center,145,NA,145
2021-2022,123,Richmond City,770,Martin Luther King Jr. Middle,514,NA,514
2021-2022,123,Richmond City,580,Mary Munford Elementary,410,NA,410
2021-2022,123,Richmond City,690,Maymont Pre-K Center,541,NA,541
2021-2022,123,Richmond City,3107,Miles Jones Elementary,528,NA,528
2021-2022,123,Richmond City,330,Oak Grove/Bellemeade Elementary,546,NA,546
2021-2022,123,Richmond City,90,Open High,188,NA,188
2021-2022,123,Richmond City,130,Overby-Sheppard Elementary,265,NA,265
2021-2022,123,Richmond City,3119,Patrick Henry School Of Science And Arts,316,NA,316
2021-2022,123,Richmond City,3110,Richmond Alternative,142,NA,142
2021-2022,123,Richmond City,3200,Richmond Career Education and Employment Charter School,22,NA,22
2021-2022,123,Richmond City,452,Richmond Community High,211,NA,211
2021-2022,123,Richmond City,1631,River City Middle,1515,NA,1515
2021-2022,123,Richmond City,1480,Southampton Elementary,435,NA,435
2021-2022,123,Richmond City,511,Summer Hill Preschool Center,124,NA,124
2021-2022,123,Richmond City,210,Swansboro Elementary,161,NA,161
2021-2022,123,Richmond City,480,Thomas C. Boushall Middle,455,NA,455
2021-2022,123,Richmond City,20,Thomas Jefferson High,908,NA,908
2021-2022,123,Richmond City,660,Westover Hills Elementary,368,NA,368
2021-2022,123,Richmond City,200,William Fox Elementary,358,NA,358
2021-2022,123,Richmond City,650,Woodville Elementary,265,NA,265
2021-2022,79,Richmond County,210,Rappahannock High,541,NA,541
2021-2022,79,Richmond County,20,Richmond County Elementary,809,NA,809
2021-2022,124,Roanoke City,280,Addison Aerospace Magnet Middle,585,NA,585
2021-2022,124,Roanoke City,210,Breckinridge Middle,668,NA,668
2021-2022,124,Roanoke City,20,Crystal Spring Elementary,321,NA,321
2021-2022,124,Roanoke City,410,Fairview Elementary,512,NA,512
2021-2022,124,Roanoke City,50,Fallon Park Elementary,566,NA,566
2021-2022,124,Roanoke City,380,Fishburn Park Elementary,269,4,273
2021-2022,124,Roanoke City,300,Garden City Elementary,280,NA,280
2021-2022,124,Roanoke City,310,Grandin Court Elementary,341,3,344
2021-2022,124,Roanoke City,110,Highland Park Elementary,376,NA,376
2021-2022,124,Roanoke City,420,Hurt Park Elementary,340,NA,340
2021-2022,124,Roanoke City,450,James Madison Middle,586,NA,586
2021-2022,124,Roanoke City,230,John P. Fishwick Middle,493,NA,493
2021-2022,124,Roanoke City,340,Lincoln Terrace Elementary,291,NA,291
2021-2022,124,Roanoke City,370,Monterey Elementary,477,NA,477
2021-2022,124,Roanoke City,60,Morningside Elementary,250,12,262
2021-2022,124,Roanoke City,390,Patrick Henry High,2039,NA,2039
2021-2022,124,Roanoke City,240,Preston Park Elementary,512,NA,512
2021-2022,124,Roanoke City,220,Roanoke Academy For Mathematics & Science Elementary,385,NA,385
2021-2022,124,Roanoke City,320,Round Hill Elementary,745,NA,745
2021-2022,124,Roanoke City,70,Virginia Heights Elementary,290,NA,290
2021-2022,124,Roanoke City,90,Wasena Elementary,215,NA,215
2021-2022,124,Roanoke City,350,Westside Elementary,681,2,683
2021-2022,124,Roanoke City,400,William Fleming High,1828,NA,1828
2021-2022,124,Roanoke City,150,Woodrow Wilson Middle,651,NA,651
2021-2022,80,Roanoke County,420,Back Creek Elementary,284,NA,284
2021-2022,80,Roanoke County,752,Bonsack Elementary,323,NA,323
2021-2022,80,Roanoke County,180,Burlington Elementary,450,NA,450
2021-2022,80,Roanoke County,560,Cave Spring Elementary,488,NA,488
2021-2022,80,Roanoke County,470,Cave Spring High,1024,NA,1024
2021-2022,80,Roanoke County,620,Cave Spring Middle,775,NA,775
2021-2022,80,Roanoke County,330,Clearbrook Elementary,336,NA,336
2021-2022,80,Roanoke County,40,Fort Lewis Elementary,255,NA,255
2021-2022,80,Roanoke County,650,Glen Cove Elementary,407,NA,407
2021-2022,80,Roanoke County,490,Glenvar Elementary,341,NA,341
2021-2022,80,Roanoke County,610,Glenvar High,623,NA,623
2021-2022,80,Roanoke County,751,Glenvar Middle,440,NA,440
2021-2022,80,Roanoke County,600,Green Valley Elementary,539,NA,539
2021-2022,80,Roanoke County,540,Herman L. Horn Elementary,403,NA,403
2021-2022,80,Roanoke County,754,Hidden Valley High,821,NA,821
2021-2022,80,Roanoke County,10,Hidden Valley Middle,557,NA,557
2021-2022,80,Roanoke County,530,Mason's Cove Elementary,203,NA,203
2021-2022,80,Roanoke County,290,Mount Pleasant Elementary,251,NA,251
2021-2022,80,Roanoke County,500,Mountain View Elementary,322,NA,322
2021-2022,80,Roanoke County,520,Northside High,913,NA,913
2021-2022,80,Roanoke County,640,Northside Middle,657,NA,657
2021-2022,80,Roanoke County,480,Oak Grove Elementary,406,NA,406
2021-2022,80,Roanoke County,50,Penn Forest Elementary,436,NA,436
2021-2022,80,Roanoke County,60,W.E. Cundiff Elementary,503,NA,503
2021-2022,80,Roanoke County,630,William Byrd High,1107,NA,1107
2021-2022,80,Roanoke County,232,William Byrd Middle,867,NA,867
2021-2022,81,Rockbridge County,650,Central Elementary,431,NA,431
2021-2022,81,Rockbridge County,150,Fairfield Elementary,241,NA,241
2021-2022,81,Rockbridge County,678,Maury River Middle,567,4,571
2021-2022,81,Rockbridge County,340,Mountain View Elementary,133,NA,133
2021-2022,81,Rockbridge County,641,Natural Bridge Elementary,219,NA,219
2021-2022,81,Rockbridge County,22,Rockbridge County High,1039,NA,1039
2021-2022,82,Rockingham County,870,Broadway High,957,5,962
2021-2022,82,Rockingham County,861,Cub Run Elementary,682,NA,682
2021-2022,82,Rockingham County,391,East Rockingham High,757,4,761
2021-2022,82,Rockingham County,400,Elkton Elementary,280,NA,280
2021-2022,82,Rockingham County,900,Elkton Middle,593,NA,593
2021-2022,82,Rockingham County,940,Fulks Run Elementary,130,NA,130
2021-2022,82,Rockingham County,960,J. Frank Hillyard Middle,644,NA,644
2021-2022,82,Rockingham County,1071,John C. Myers Elementary,491,NA,491
2021-2022,82,Rockingham County,970,John W. Wayland Elementary,521,NA,521
2021-2022,82,Rockingham County,500,Lacey Spring Elementary,241,NA,241
2021-2022,82,Rockingham County,360,Linville-Edom Elementary,161,NA,161
2021-2022,82,Rockingham County,600,McGaheysville Elementary,237,NA,237
2021-2022,82,Rockingham County,860,Montevideo Middle,614,NA,614
2021-2022,82,Rockingham County,520,Mountain View Elementary,382,NA,382
2021-2022,82,Rockingham County,920,Ottobine Elementary,180,NA,180
2021-2022,82,Rockingham County,1073,Peak View Elementary,466,NA,466
2021-2022,82,Rockingham County,10,Plains Elementary,438,NA,438
2021-2022,82,Rockingham County,950,Pleasant Valley Elementary,212,NA,212
2021-2022,82,Rockingham County,390,River Bend Elementary,344,NA,344
2021-2022,82,Rockingham County,830,South River Elementary,300,NA,300
2021-2022,82,Rockingham County,20,Spotswood High,950,2,952
2021-2022,82,Rockingham County,850,Turner Ashby High,1006,10,1016
2021-2022,82,Rockingham County,890,Wilbur S. Pence Middle,703,NA,703
2021-2022,83,Russell County,580,Belfast Elementary,142,NA,142
2021-2022,83,Russell County,792,Castlewood Elementary,321,NA,321
2021-2022,83,Russell County,791,Castlewood High,320,NA,320
2021-2022,83,Russell County,820,Copper Creek Elementary,98,NA,98
2021-2022,83,Russell County,890,Honaker Elementary,585,NA,585
2021-2022,83,Russell County,540,Honaker High,461,NA,461
2021-2022,83,Russell County,410,Lebanon Elementary,289,NA,289
2021-2022,83,Russell County,140,Lebanon High,586,NA,586
2021-2022,83,Russell County,902,Lebanon Middle,306,NA,306
2021-2022,83,Russell County,390,Lebanon Primary,241,NA,241
2021-2022,83,Russell County,710,Swords Creek Elementary,107,NA,107
2021-2022,139,Salem City,100,Andrew Lewis Middle,887,NA,887
2021-2022,139,Salem City,550,East Salem Elementary,437,NA,437
2021-2022,139,Salem City,90,G.W. Carver Elementary,448,NA,448
2021-2022,139,Salem City,70,Salem High,1249,NA,1249
2021-2022,139,Salem City,580,South Salem Elementary,379,NA,379
2021-2022,139,Salem City,460,West Salem Elementary,399,NA,399
2021-2022,84,Scott County,750,Duffield-Pattonsville Primary,282,NA,282
2021-2022,84,Scott County,42,Dungannon Intermediate,68,NA,68
2021-2022,84,Scott County,102,Fort Blackmore Primary,62,NA,62
2021-2022,84,Scott County,770,Gate City High,644,2,646
2021-2022,84,Scott County,771,Gate City Middle,329,NA,329
2021-2022,84,Scott County,670,Hilton Elementary,151,NA,151
2021-2022,84,Scott County,220,Nickelsville Elementary,259,NA,259
2021-2022,84,Scott County,260,Rye Cove High,254,NA,254
2021-2022,84,Scott County,20,Rye Cove Intermediate,188,NA,188
2021-2022,84,Scott County,641,Shoemaker Elementary,509,NA,509
2021-2022,84,Scott County,780,Twin Springs High,245,NA,245
2021-2022,84,Scott County,740,Weber City Elementary,338,NA,338
2021-2022,84,Scott County,790,Yuma Elementary,206,NA,206
2021-2022,85,Shenandoah County,780,Central High,760,NA,760
2021-2022,85,Shenandoah County,820,Honey Run Elementary,551,NA,551
2021-2022,85,Shenandoah County,790,Mountain View High,600,NA,600
2021-2022,85,Shenandoah County,40,North Fork Middle,350,NA,350
2021-2022,85,Shenandoah County,30,Peter Muhlenberg Middle,514,NA,514
2021-2022,85,Shenandoah County,810,Sandy Hook Elementary,857,NA,857
2021-2022,85,Shenandoah County,50,Signal Knob Middle,460,NA,460
2021-2022,85,Shenandoah County,770,Strasburg High,572,NA,572
2021-2022,85,Shenandoah County,20,W.W. Robinson Elementary,1015,NA,1015
2021-2022,86,Smyth County,290,Atkins Elementary,173,NA,173
2021-2022,86,Smyth County,730,Chilhowie Elementary,558,NA,558
2021-2022,86,Smyth County,460,Chilhowie High,421,NA,421
2021-2022,86,Smyth County,851,Chilhowie Middle,289,NA,289
2021-2022,86,Smyth County,710,Marion Elementary,324,NA,324
2021-2022,86,Smyth County,680,Marion Middle,450,NA,450
2021-2022,86,Smyth County,700,Marion Senior High,644,NA,644
2021-2022,86,Smyth County,250,Northwood High,242,NA,242
2021-2022,86,Smyth County,120,Northwood Middle,164,NA,164
2021-2022,86,Smyth County,690,Oak Point Elementary,361,NA,361
2021-2022,86,Smyth County,720,Rich Valley Elementary,124,NA,124
2021-2022,86,Smyth County,740,Saltville Elementary,200,NA,200
2021-2022,86,Smyth County,555,Sugar Grove Elementary,102,NA,102
2021-2022,87,Southampton County,710,Capron Elementary,193,NA,193
2021-2022,87,Southampton County,20,Meherrin Elementary,237,NA,237
2021-2022,87,Southampton County,10,Nottoway Elementary,240,NA,240
2021-2022,87,Southampton County,780,Riverdale Elementary,535,NA,535
2021-2022,87,Southampton County,690,Southampton High,749,NA,749
2021-2022,87,Southampton County,700,Southampton Middle,646,NA,646
2021-2022,88,Spotsylvania County,10,Battlefield Elementary,674,NA,674
2021-2022,88,Spotsylvania County,50,Battlefield Middle,828,NA,828
2021-2022,88,Spotsylvania County,340,Berkeley Elementary,277,NA,277
2021-2022,88,Spotsylvania County,400,Brock Road Elementary,654,NA,654
2021-2022,88,Spotsylvania County,511,Cedar Forest Elementary,760,NA,760
2021-2022,88,Spotsylvania County,40,Chancellor Elementary,429,NA,429
2021-2022,88,Spotsylvania County,381,Chancellor High,1397,NA,1397
2021-2022,88,Spotsylvania County,382,Chancellor Middle,858,NA,858
2021-2022,88,Spotsylvania County,501,Courthouse Road Elementary,764,NA,764
2021-2022,88,Spotsylvania County,22,Courtland Elementary,503,NA,503
2021-2022,88,Spotsylvania County,20,Courtland High,1549,1,1550
2021-2022,88,Spotsylvania County,509,Freedom Middle,773,NA,773
2021-2022,88,Spotsylvania County,507,Harrison Road Elementary,714,NA,714
2021-2022,88,Spotsylvania County,30,Lee Hill Elementary,625,1,626
2021-2022,88,Spotsylvania County,350,Livingston Elementary,401,NA,401
2021-2022,88,Spotsylvania County,506,Massaponax High,1705,4,1709
2021-2022,88,Spotsylvania County,505,Ni River Middle,717,1,718
2021-2022,88,Spotsylvania County,508,Parkside Elementary,949,NA,949
2021-2022,88,Spotsylvania County,220,Post Oak Middle,697,NA,697
2021-2022,88,Spotsylvania County,510,Riverbend High,1919,3,1922
2021-2022,88,Spotsylvania County,503,Riverview Elementary,657,NA,657
2021-2022,88,Spotsylvania County,60,Salem Elementary,591,NA,591
2021-2022,88,Spotsylvania County,390,Smith Station Elementary,680,NA,680
2021-2022,88,Spotsylvania County,360,Spotswood Elementary,513,NA,513
2021-2022,88,Spotsylvania County,130,Spotsylvania Elementary,559,NA,559
2021-2022,88,Spotsylvania County,370,Spotsylvania High,1305,2,1307
2021-2022,88,Spotsylvania County,330,Spotsylvania Middle,972,NA,972
2021-2022,88,Spotsylvania County,502,Thornburg Middle,672,NA,672
2021-2022,88,Spotsylvania County,504,Wilderness Elementary,640,NA,640
2021-2022,89,Stafford County,40,Andrew G. Wright Middle,884,3,887
2021-2022,89,Stafford County,260,Anne E. Moncure Elementary,858,NA,858
2021-2022,89,Stafford County,433,Anthony Burns Elementary,703,1,704
2021-2022,89,Stafford County,421,Brooke Point High,2055,NA,2055
2021-2022,89,Stafford County,424,Colonial Forge High,1998,1,1999
2021-2022,89,Stafford County,431,Conway Elementary,942,NA,942
2021-2022,89,Stafford County,432,Donald B. Dixon-Lyle R. Smith Middle,816,2,818
2021-2022,89,Stafford County,10,Edward E. Drew Jr. Middle,635,1,636
2021-2022,89,Stafford County,280,Falmouth Elementary,614,NA,614
2021-2022,89,Stafford County,230,Ferry Farm Elementary,618,NA,618
2021-2022,89,Stafford County,41,Garrisonville Elementary,555,NA,555
2021-2022,89,Stafford County,270,Grafton Village Elementary,717,NA,717
2021-2022,89,Stafford County,422,H.H. Poole Middle,996,1,997
2021-2022,89,Stafford County,320,Hampton Oaks Elementary,867,NA,867
2021-2022,89,Stafford County,250,Hartwood Elementary,590,NA,590
2021-2022,89,Stafford County,427,Kate Waller Barrett Elementary,777,NA,777
2021-2022,89,Stafford County,429,Margaret Brent Elementary,800,1,801
2021-2022,89,Stafford County,430,Mountain View High,2144,2,2146
2021-2022,89,Stafford County,30,North Stafford High,1864,1,1865
2021-2022,89,Stafford County,992,North Star Early Childhood Education Center,251,NA,251
2021-2022,89,Stafford County,300,Park Ridge Elementary,975,NA,975
2021-2022,89,Stafford County,920,Rising Star Early Childhood Education Center at Melchers,273,NA,273
2021-2022,89,Stafford County,60,Rockhill Elementary,639,NA,639
2021-2022,89,Stafford County,425,Rocky Run Elementary,886,NA,886
2021-2022,89,Stafford County,426,Rodney E. Thompson Middle,995,1,996
2021-2022,89,Stafford County,440,Shirley C. Heim Middle,998,NA,998
2021-2022,89,Stafford County,111,Stafford Elementary,703,1,704
2021-2022,89,Stafford County,112,Stafford Middle,907,NA,907
2021-2022,89,Stafford County,20,Stafford Senior High,2060,2,2062
2021-2022,89,Stafford County,162,T. Benton Gayle Middle,948,NA,948
2021-2022,89,Stafford County,50,Widewater Elementary,593,NA,593
2021-2022,89,Stafford County,423,Winding Creek Elementary,795,NA,795
2021-2022,126,Staunton City,40,Arthur R. Ware Elementary,392,NA,392
2021-2022,126,Staunton City,70,Bessie Weller Elementary,370,NA,370
2021-2022,126,Staunton City,110,Shelburne Middle,599,NA,599
2021-2022,126,Staunton City,41,Staunton City School PreSchool Programs,114,NA,114
2021-2022,126,Staunton City,30,Staunton High,840,NA,840
2021-2022,126,Staunton City,90,Thomas C. McSwain Elementary,425,NA,425
2021-2022,127,Suffolk City,50,Booker T. Washington Elementary,345,NA,345
2021-2022,127,Suffolk City,397,Colonel Fred Cherry Middle,759,NA,759
2021-2022,127,Suffolk City,440,Creekside Elementary,727,NA,727
2021-2022,127,Suffolk City,210,Elephant's Fork Elementary,531,NA,531
