school_year,division_number,division_name,behavior_category_code,behavior_category,behavior_code,behavior,number_of_events,region_name,region_number,GEOID
2021-2022,117,Newport News City,BSC,Behaviors of a Safety Concern,BSC25,Trespassing,9,Tidewater,2,51700
2021-2022,117,Newport News City,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,70,Tidewater,2,51700
2021-2022,117,Newport News City,BSC,Behaviors of a Safety Concern,BSC3,Drugs: Possessing drug paraphernalia,12,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,67,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO2,Assault and Battery: Causing physical injury to another person,51,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,76,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,64,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO5,"Drugs: Possessing controlled substances, illegal drugs inhalants, or synthetic hallucinogens or unauthorized prescription medications",85,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",16,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO7,Drugs: Using controlled substances or using  illegal drugs or synthetic hallucinogens or unauthorized prescription medications ,7,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO9,"Fire: Attempting to set, aiding in setting, or setting a fire",7,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,1,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",71,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating, or instigating violence, injury or harm to another student(s) or other(s)",133,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO15,Using an object not generally considered to be a weapon to threaten or attempt to injure school personnel,10,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO16,Using an object not generally considered to be a weapon to threaten or attempt to injure students or others,25,Tidewater,2,51700
2021-2022,117,Newport News City,BESO,Behaviors that Endanger Self or Others,BESO17,Bomb threat - Making a bomb threat,1,Tidewater,2,51700
2021-2022,117,Newport News City,PD,Behaviors to Determine Persistently Dangerous Schools,PD1,Homicide - Firearm,1,Tidewater,2,51700
2021-2022,117,Newport News City,PD,Behaviors to Determine Persistently Dangerous Schools,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,3,Tidewater,2,51700
2021-2022,117,Newport News City,PD,Behaviors to Determine Persistently Dangerous Schools,PD9,Malicious Wounding without a Weapon,1,Tidewater,2,51700
2021-2022,117,Newport News City,PD,Behaviors to Determine Persistently Dangerous Schools,PD6,Assault with Firearm or Weapon,1,Tidewater,2,51700
2021-2022,118,Norfolk City,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",531,Tidewater,2,51710
2021-2022,118,Norfolk City,BAP,Behaviors that Impede Academic Progress,BAP5,Unexcused tardiness to school,2,Tidewater,2,51710
2021-2022,118,Norfolk City,BAP,Behaviors that Impede Academic Progress,BAP4,Unexcused tardiness to class,118,Tidewater,2,51710
2021-2022,118,Norfolk City,BAP,Behaviors that Impede Academic Progress,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",114,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",36,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,20,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO7,Dress Code Violation,44,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO8,Gambling (games of chance for money or profit),1,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",54,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO10,Possession of stolen items,10,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO11,Unauthorized use of school electronic or other equipment,17,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO12,Violation of the Acceptable Use of Technology/internet policy,20,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,120,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",68,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO1,Altering an official document or record,3,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",39,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,1026,Tidewater,2,51710
2021-2022,118,Norfolk City,BSO,Behaviors related to School Operations,BSO4,Failure to be in ones assigned place ,529,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,480,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,346,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",21,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",473,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",116,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),64,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB5,Stealing money or property without physical force,38,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",29,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",49,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),1,Tidewater,2,51710
2021-2022,118,Norfolk City,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",293,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,34,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,39,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC25,Trespassing,26,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,136,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC22,Stealing money or property using physical force (no weapon involved),8,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",11,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC18,"Exposing body parts, lewd or indecent public behavior",20,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",564,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",298,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,465,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,826,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,378,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,9,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC1,"Alcohol: Possessing, using, or being under the influence of alcohol",4,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC2,Alcohol: Distributing alcohol to other students,1,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC3,Drugs: Possessing drug paraphernalia,29,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,4,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",176,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,32,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,1,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,229,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC9,Bus: Distracting the bus driver,60,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,76,Tidewater,2,51710
2021-2022,118,Norfolk City,BSC,Behaviors of a Safety Concern,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,6,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,90,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO2,Assault and Battery: Causing physical injury to another person,49,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,110,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,73,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO5,"Drugs: Possessing controlled substances, illegal drugs inhalants, or synthetic hallucinogens or unauthorized prescription medications",62,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",30,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO18,"A crime in the community where the student was charged with an offense relating to the Commonwealth's laws, which is not covered by any other behavior code, but required to be disclosed to the superintendent of the school division pursuant to ¿ 16.1-260(G)",2,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO9,"Fire: Attempting to set, aiding in setting, or setting a fire",7,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",52,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating, or instigating violence, injury or harm to another student(s) or other(s)",74,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO16,Using an object not generally considered to be a weapon to threaten or attempt to injure students or others,9,Tidewater,2,51710
2021-2022,118,Norfolk City,BESO,Behaviors that Endanger Self or Others,BESO7,Drugs: Using controlled substances or using  illegal drugs or synthetic hallucinogens or unauthorized prescription medications ,10,Tidewater,2,51710
2021-2022,118,Norfolk City,PD,Behaviors to Determine Persistently Dangerous Schools,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,2,Tidewater,2,51710
2021-2022,65,Northampton County,BAP,Behaviors that Impede Academic Progress,BAP4,Unexcused tardiness to class,1,Tidewater,2,51131
2021-2022,65,Northampton County,BAP,Behaviors that Impede Academic Progress,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",18,Tidewater,2,51131
2021-2022,65,Northampton County,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",175,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO12,Violation of the Acceptable Use of Technology/internet policy,2,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",2,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO10,Possession of stolen items,1,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",5,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO7,Dress Code Violation,3,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",1,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO4,Failure to be in ones assigned place ,1,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,64,Tidewater,2,51131
2021-2022,65,Northampton County,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",2,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),4,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",2,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",12,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,26,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,47,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",2,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",36,Tidewater,2,51131
2021-2022,65,Northampton County,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",16,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",4,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,2,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,1,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC9,Bus: Distracting the bus driver,17,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,6,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,5,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,11,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,1,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",14,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",21,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",2,Tidewater,2,51131
2021-2022,65,Northampton County,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,4,Tidewater,2,51131
2021-2022,65,Northampton County,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,2,Tidewater,2,51131
2021-2022,65,Northampton County,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",4,Tidewater,2,51131
2021-2022,65,Northampton County,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating, or instigating violence, injury or harm to another student(s) or other(s)",3,Tidewater,2,51131
2021-2022,65,Northampton County,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,1,Tidewater,2,51131
2021-2022,65,Northampton County,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,3,Tidewater,2,51131
2021-2022,310,Northern Neck Technical Center,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",5,NA,NA,NA
2021-2022,310,Northern Neck Technical Center,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",1,NA,NA,NA
2021-2022,310,Northern Neck Technical Center,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",1,NA,NA,NA
2021-2022,310,Northern Neck Technical Center,RB,Relationship Behaviors,RB5,Stealing money or property without physical force,1,NA,NA,NA
2021-2022,310,Northern Neck Technical Center,BSC,Behaviors of a Safety Concern,BSC1,"Alcohol: Possessing, using, or being under the influence of alcohol",1,NA,NA,NA
2021-2022,66,Northumberland County,BAP,Behaviors that Impede Academic Progress,BAP4,Unexcused tardiness to class,1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BAP,Behaviors that Impede Academic Progress,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",3,Northern Neck,3,51133
2021-2022,66,Northumberland County,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",35,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO4,Failure to be in ones assigned place ,2,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,2,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",2,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO10,Possession of stolen items,1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",3,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,18,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO12,Violation of the Acceptable Use of Technology/internet policy,2,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSO,Behaviors related to School Operations,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",3,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",8,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",21,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,16,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,10,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),5,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),1,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",1,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",12,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB5,Stealing money or property without physical force,4,Northern Neck,3,51133
2021-2022,66,Northumberland County,RB,Relationship Behaviors,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",4,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",27,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,27,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,6,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,12,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC9,Bus: Distracting the bus driver,17,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",6,Northern Neck,3,51133
2021-2022,66,Northumberland County,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",1,Northern Neck,3,51133
2021-2022,66,Northumberland County,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating, or instigating violence, injury or harm to another student(s) or other(s)",7,Northern Neck,3,51133
2021-2022,66,Northumberland County,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",3,Northern Neck,3,51133
2021-2022,66,Northumberland County,BESO,Behaviors that Endanger Self or Others,BESO7,Drugs: Using controlled substances or using  illegal drugs or synthetic hallucinogens or unauthorized prescription medications ,3,Northern Neck,3,51133
2021-2022,66,Northumberland County,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,5,Northern Neck,3,51133
2021-2022,66,Northumberland County,BESO,Behaviors that Endanger Self or Others,BESO5,"Drugs: Possessing controlled substances, illegal drugs inhalants, or synthetic hallucinogens or unauthorized prescription medications",3,Northern Neck,3,51133
2021-2022,284,Northwestern Regional Education Program,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",2,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",1,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,RB,Relationship Behaviors,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),1,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",3,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",1,NA,NA,NA
