school_year,behavior_code,behavior,region_name,total_events
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,Northern Neck,462
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,Northern Virginia,1384
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,Southside,248
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,Southwest,281
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,Tidewater,951
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,Valley,1054
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,Western Virginia,754
2023-2024,BSC10,Bus: Endangering the safety of others on the bus,NA,25
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Central Virginia,38
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Northern Neck,18
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Northern Virginia,33
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Southside,9
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Southwest,7
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Tidewater,47
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Valley,10
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,Western Virginia,5
2023-2024,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,NA,6
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Central Virginia,64
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Northern Neck,40
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Northern Virginia,71
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Southside,12
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Southwest,8
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Tidewater,140
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Valley,24
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,Western Virginia,20
2023-2024,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,NA,1
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Central Virginia,4447
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Northern Neck,1774
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Northern Virginia,10390
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Southside,565
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Southwest,944
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Tidewater,5769
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Valley,3418
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,Western Virginia,1914
2023-2024,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,NA,116
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Central Virginia,4321
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Northern Neck,890
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Northern Virginia,2530
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Southside,707
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Southwest,623
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Tidewater,4699
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Valley,1202
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,Western Virginia,1457
2023-2024,BSC14,Fighting that results in no injury as determined by the school administration,NA,104
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Central Virginia,2296
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Northern Neck,570
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Northern Virginia,1956
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Southside,296
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Southwest,95
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Tidewater,2612
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Valley,682
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,Western Virginia,685
2023-2024,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,NA,85
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Central Virginia,1387
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Northern Neck,610
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Northern Virginia,2496
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Southside,248
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Southwest,325
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Tidewater,3079
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Valley,826
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",Western Virginia,875
2023-2024,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",NA,94
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Central Virginia,5887
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Northern Neck,2104
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Northern Virginia,11177
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Southside,1011
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Southwest,1052
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Tidewater,11683
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Valley,4028
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",Western Virginia,2770
2023-2024,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",NA,90
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Central Virginia,204
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Northern Neck,101
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Northern Virginia,504
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Southside,51
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Southwest,60
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Tidewater,374
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Valley,180
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",Western Virginia,84
2023-2024,BSC18,"Exposing body parts, lewd or indecent public behavior",NA,11
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Central Virginia,151
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Northern Neck,112
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Northern Virginia,358
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Southside,52
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Southwest,30
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Tidewater,188
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Valley,124
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",Western Virginia,56
2023-2024,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",NA,5
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Central Virginia,9
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Northern Neck,12
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Northern Virginia,32
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Southside,3
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Southwest,5
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Tidewater,9
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Valley,5
2023-2024,BSC2,Alcohol: Distributing alcohol to other students,Western Virginia,6
2023-2024,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Northern Virginia,4
2023-2024,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Tidewater,1
2023-2024,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Valley,1
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Central Virginia,31
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Northern Neck,14
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Northern Virginia,168
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Southside,5
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Southwest,8
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Tidewater,36
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Valley,15
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),Western Virginia,15
2023-2024,BSC22,Stealing money or property using physical force (no weapon involved),NA,1
2023-2024,BSC24,Leaving school grounds without permission,Central Virginia,468
2023-2024,BSC24,Leaving school grounds without permission,Northern Neck,159
2023-2024,BSC24,Leaving school grounds without permission,Northern Virginia,2066
2023-2024,BSC24,Leaving school grounds without permission,Southside,57
2023-2024,BSC24,Leaving school grounds without permission,Southwest,93
2023-2024,BSC24,Leaving school grounds without permission,Tidewater,772
2023-2024,BSC24,Leaving school grounds without permission,Valley,197
2023-2024,BSC24,Leaving school grounds without permission,Western Virginia,336
2023-2024,BSC24,Leaving school grounds without permission,NA,73
2023-2024,BSC25,Trespassing,Central Virginia,64
2023-2024,BSC25,Trespassing,Northern Neck,7
2023-2024,BSC25,Trespassing,Northern Virginia,152
2023-2024,BSC25,Trespassing,Southside,2
2023-2024,BSC25,Trespassing,Southwest,4
2023-2024,BSC25,Trespassing,Tidewater,93
2023-2024,BSC25,Trespassing,Valley,15
2023-2024,BSC25,Trespassing,Western Virginia,18
2023-2024,BSC25,Trespassing,NA,5
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Central Virginia,161
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Northern Neck,94
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Northern Virginia,196
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Southside,26
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Southwest,30
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Tidewater,200
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Valley,63
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Western Virginia,68
2023-2024,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,NA,8
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Central Virginia,187
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Northern Neck,76
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Northern Virginia,398
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Southside,40
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Southwest,44
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Tidewater,326
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Valley,97
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Western Virginia,104
2023-2024,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,NA,2
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Central Virginia,219
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Northern Neck,122
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Northern Virginia,407
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Southside,20
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Southwest,92
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Tidewater,516
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Valley,92
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,Western Virginia,128
2023-2024,BSC3,Drugs: Possessing drug paraphernalia,NA,19
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Central Virginia,88
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Northern Neck,27
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Northern Virginia,95
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Southside,7
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Southwest,21
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Tidewater,164
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Valley,29
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Western Virginia,16
2023-2024,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,NA,5
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Central Virginia,2124
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Northern Neck,1178
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Northern Virginia,3326
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Southside,683
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Southwest,933
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Tidewater,3615
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Valley,1592
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Western Virginia,1369
2023-2024,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",NA,128
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Central Virginia,80
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Northern Neck,25
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Northern Virginia,188
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Southside,10
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Southwest,12
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Tidewater,81
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Valley,35
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Western Virginia,17
2023-2024,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,NA,4
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Central Virginia,5
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Northern Neck,6
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Northern Virginia,30
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Southside,2
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Southwest,10
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Tidewater,17
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Valley,9
2023-2024,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,Western Virginia,2
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Central Virginia,189
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Northern Neck,80
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Northern Virginia,425
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Southside,27
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Southwest,43
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Tidewater,390
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Valley,70
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Western Virginia,92
2023-2024,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,NA,10
2023-2024,BSC9,Bus: Distracting the bus driver,Central Virginia,1125
2023-2024,BSC9,Bus: Distracting the bus driver,Northern Neck,850
2023-2024,BSC9,Bus: Distracting the bus driver,Northern Virginia,1899
2023-2024,BSC9,Bus: Distracting the bus driver,Southside,1046
2023-2024,BSC9,Bus: Distracting the bus driver,Southwest,483
2023-2024,BSC9,Bus: Distracting the bus driver,Tidewater,1419
2023-2024,BSC9,Bus: Distracting the bus driver,Valley,1544
2023-2024,BSC9,Bus: Distracting the bus driver,Western Virginia,1769
2023-2024,BSC9,Bus: Distracting the bus driver,NA,16
2023-2024,BSO1,Altering an official document or record,Central Virginia,18
2023-2024,BSO1,Altering an official document or record,Northern Neck,11
2023-2024,BSO1,Altering an official document or record,Northern Virginia,97
2023-2024,BSO1,Altering an official document or record,Southside,1
2023-2024,BSO1,Altering an official document or record,Southwest,1
2023-2024,BSO1,Altering an official document or record,Tidewater,26
2023-2024,BSO1,Altering an official document or record,Valley,12
2023-2024,BSO1,Altering an official document or record,Western Virginia,5
2023-2024,BSO10,Possession of stolen items,Central Virginia,154
2023-2024,BSO10,Possession of stolen items,Northern Neck,48
2023-2024,BSO10,Possession of stolen items,Northern Virginia,177
2023-2024,BSO10,Possession of stolen items,Southside,24
2023-2024,BSO10,Possession of stolen items,Southwest,59
2023-2024,BSO10,Possession of stolen items,Tidewater,253
2023-2024,BSO10,Possession of stolen items,Valley,54
2023-2024,BSO10,Possession of stolen items,Western Virginia,60
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Central Virginia,331
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Northern Neck,200
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Northern Virginia,678
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Southside,70
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Southwest,30
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Tidewater,1053
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Valley,214
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,Western Virginia,193
2023-2024,BSO11,Unauthorized use of school electronic or other equipment,NA,5
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Central Virginia,492
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Northern Neck,275
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Northern Virginia,1089
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Southside,252
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Southwest,261
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Tidewater,783
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Valley,600
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,Western Virginia,420
2023-2024,BSO12,Violation of the Acceptable Use of Technology/internet policy,NA,19
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Central Virginia,1310
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Northern Neck,1911
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Northern Virginia,3732
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Southside,547
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Southwest,600
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Tidewater,4945
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Valley,2213
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Western Virginia,1532
2023-2024,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,NA,49
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Central Virginia,746
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Northern Neck,336
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Northern Virginia,1361
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Southside,151
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Southwest,295
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Tidewater,900
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Valley,593
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",Western Virginia,423
2023-2024,BSO14,"Vandalism, graffiti or other damage to school or personal property",NA,128
2023-2024,BSO15,Student is not going to class as assigned,Central Virginia,2839
2023-2024,BSO15,Student is not going to class as assigned,Northern Neck,2753
2023-2024,BSO15,Student is not going to class as assigned,Northern Virginia,11030
2023-2024,BSO15,Student is not going to class as assigned,Southside,393
2023-2024,BSO15,Student is not going to class as assigned,Southwest,410
2023-2024,BSO15,Student is not going to class as assigned,Tidewater,6014
2023-2024,BSO15,Student is not going to class as assigned,Valley,2438
2023-2024,BSO15,Student is not going to class as assigned,Western Virginia,1945
2023-2024,BSO15,Student is not going to class as assigned,NA,41
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Central Virginia,1300
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Northern Neck,1161
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Northern Virginia,2776
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Southside,366
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Southwest,125
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Tidewater,6388
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Valley,1497
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Western Virginia,497
2023-2024,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,NA,33
2023-2024,BSO2,"Giving false information, misrepresentation",Central Virginia,749
2023-2024,BSO2,"Giving false information, misrepresentation",Northern Neck,389
2023-2024,BSO2,"Giving false information, misrepresentation",Northern Virginia,1358
2023-2024,BSO2,"Giving false information, misrepresentation",Southside,81
2023-2024,BSO2,"Giving false information, misrepresentation",Southwest,155
2023-2024,BSO2,"Giving false information, misrepresentation",Tidewater,956
2023-2024,BSO2,"Giving false information, misrepresentation",Valley,293
2023-2024,BSO2,"Giving false information, misrepresentation",Western Virginia,247
2023-2024,BSO2,"Giving false information, misrepresentation",NA,4
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Central Virginia,15673
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Northern Neck,4495
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Northern Virginia,13278
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Southside,2782
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Southwest,1157
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Tidewater,18139
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Valley,5789
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Western Virginia,6035
2023-2024,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,NA,211
2023-2024,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Central Virginia,652
2023-2024,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Northern Neck,173
2023-2024,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Northern Virginia,1762
2023-2024,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Southside,44
